Ticket_ID,Subject,Description,Category,Priority,Timestamp
456,Feature broken after update,The export feature stopped working after the recent update. It was working fine before.,Bug Report,Medium,2025-10-10 06:08:54
457,Bulk actions request,It would be helpful to have bulk selection and actions for managing multiple items at once. Thank you for your assistance.,Feature Request,High,2025-10-16 14:08:54
458,Account access issue,I can't access my account. It says my account is locked. I haven't done anything wrong.,Account Management,Critical,2025-11-26 13:08:54
459,Cannot connect to server,I'm unable to connect to the server. Getting connection refused errors. Firewall settings are correct.,Technical Issue,Medium,2025-12-05 15:08:54
460,Export to Excel feature,Could you add an option to export reports directly to Excel format? Currently only PDF is available. I've tried troubleshooting but nothing works.,Feature Request,Low,2025-11-30 17:08:54
461,Error message appearing repeatedly,I keep getting an error message 'Connection timeout' even though my internet is working fine.,Bug Report,Critical,2025-11-07 04:08:54
462,Password reset request,I forgot my password and need to reset it. The reset link in email is not working.,Account Management,Critical,2025-10-19 10:08:54
463,Question about invoice charges,I received an invoice but I don't understand some of the charges. Can someone explain?,Billing Inquiry,Low,2025-11-17 05:08:54
464,Question about invoice charges,I received an invoice but I don't understand some of the charges. Can someone explain?,Billing Inquiry,Critical,2025-12-20 20:08:54
465,Request for mobile app,It would be great to have a mobile app version. Many users work on the go.,Feature Request,High,2025-09-27 10:08:54
466,Billing cycle question,When does my billing cycle reset? I want to know when the next charge will occur.,Billing Inquiry,Medium,2025-10-23 22:08:54
467,Account deletion request,I want to delete my account permanently. Please guide me through the process.,Account Management,High,2025-09-29 03:08:54
468,Bulk actions request,It would be helpful to have bulk selection and actions for managing multiple items at once.,Feature Request,Medium,2025-09-26 22:08:54
469,Request for mobile app,It would be great to have a mobile app version. Many users work on the go. I've tried troubleshooting but nothing works.,Feature Request,Medium,2025-10-18 13:08:54
470,Export to Excel feature,Could you add an option to export reports directly to Excel format? Currently only PDF is available.,Feature Request,High,2025-12-11 14:08:54
471,Performance degradation,The system has become very slow recently. Response times have increased significantly.,Technical Issue,Critical,2025-10-05 11:08:54
472,Feature broken after update,The export feature stopped working after the recent update. It was working fine before.,Bug Report,High,2025-11-05 21:08:54
473,Application crashes when opening reports,"Every time I try to open the monthly report, the application crashes. This started happening after the last update.",Bug Report,High,2025-11-01 11:08:54
474,Feature broken after update,The export feature stopped working after the recent update. It was working fine before.,Bug Report,High,2025-11-19 14:08:54
475,Add dark mode option,Please add a dark mode theme option. It would be easier on the eyes during night work.,Feature Request,Critical,2025-12-22 13:08:54
476,Database connection timeout,Experiencing frequent database connection timeouts. This is affecting our operations.,Technical Issue,Critical,2025-11-17 00:08:54
477,API integration problem,The API integration is not working properly. Getting 500 errors when making requests.,Technical Issue,Critical,2025-12-08 01:08:54
478,API integration problem,The API integration is not working properly. Getting 500 errors when making requests.,Technical Issue,High,2025-12-22 05:08:54
479,API integration problem,The API integration is not working properly. Getting 500 errors when making requests. Thank you for your assistance.,Technical Issue,High,2025-12-14 07:08:54
480,Permission access problem,I should have admin access but I'm only seeing user-level permissions. Please fix this.,Account Management,High,2025-12-12 17:08:54
481,Account access issue,I can't access my account. It says my account is locked. I haven't done anything wrong. This is urgent.,Account Management,Critical,2025-09-29 22:08:54
482,Cannot connect to server,I'm unable to connect to the server. Getting connection refused errors. Firewall settings are correct. Thank you for your assistance.,Technical Issue,High,2025-10-31 19:08:54
483,Database connection timeout,Experiencing frequent database connection timeouts. This is affecting our operations. This is affecting my work.,Technical Issue,High,2025-09-30 23:08:54
484,Question about invoice charges,I received an invoice but I don't understand some of the charges. Can someone explain?,Billing Inquiry,Low,2025-11-06 08:08:54
485,Invoice download issue,I'm unable to download my invoice. The download link doesn't work. This is urgent.,Billing Inquiry,Medium,2025-12-01 03:08:54
486,Export to Excel feature,Could you add an option to export reports directly to Excel format? Currently only PDF is available.,Feature Request,Low,2025-12-01 12:08:54
487,Update profile information,I need to update my profile information but the save button is not working.,Account Management,Medium,2025-11-06 14:08:54
488,Update profile information,I need to update my profile information but the save button is not working.,Account Management,Low,2025-12-03 15:08:54
489,Feature broken after update,The export feature stopped working after the recent update. It was working fine before.,Bug Report,High,2025-10-04 23:08:54
490,Cannot connect to server,I'm unable to connect to the server. Getting connection refused errors. Firewall settings are correct.,Technical Issue,High,2025-12-18 12:08:54
491,Account access issue,I can't access my account. It says my account is locked. I haven't done anything wrong.,Account Management,High,2025-11-14 14:08:54
492,Account access issue,I can't access my account. It says my account is locked. I haven't done anything wrong.,Account Management,Medium,2025-10-19 06:08:54
493,Cannot connect to server,I'm unable to connect to the server. Getting connection refused errors. Firewall settings are correct.,Technical Issue,High,2025-09-26 16:08:54
494,Payment method update,I need to update my payment method. My credit card expired and I want to use a new one.,Billing Inquiry,Low,2025-10-11 15:08:54
495,Account access issue,I can't access my account. It says my account is locked. I haven't done anything wrong. I've tried troubleshooting but nothing works.,Account Management,High,2025-11-21 00:08:54
496,Update profile information,I need to update my profile information but the save button is not working.,Account Management,Low,2025-12-07 17:08:54
497,Export to Excel feature,Could you add an option to export reports directly to Excel format? Currently only PDF is available.,Feature Request,Medium,2025-10-16 23:08:54
498,Update profile information,I need to update my profile information but the save button is not working. I've tried troubleshooting but nothing works.,Account Management,Low,2025-11-12 07:08:54
499,Application crashes when opening reports,"Every time I try to open the monthly report, the application crashes. This started happening after the last update. This is urgent.",Bug Report,Critical,2025-11-22 07:08:54
500,API integration problem,The API integration is not working properly. Getting 500 errors when making requests.,Technical Issue,Critical,2025-11-03 00:08:54
